                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   914724967 |   686372372 |     4938943 |           0
  Cycles                             |  3545165200 |  3545165200 |  3545165200 |  3545165200
  IPC                                |        0.26 |        0.19 |        0.00 |        0.00
  Time (ns)                          |   886291300 |   886291300 |   886291300 |   886291300
  Idle time (ns)                     |   406236457 |   481094230 |   885293300 |   886291300
  Idle time (%)                      |       45.8% |       54.3% |       99.9% |      100.0%
Branch predictor stats               |             |             |             |            
  num correct                        |   113959768 |   104997044 |      858960 |           0
  num incorrect                      |    11649731 |    10807370 |          10 |           0
  misprediction rate                 |       9.27% |       9.33% |       0.00% |       0.00%
  mpki                               |       12.74 |       15.75 |        0.00 |        0.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   143280827 |   122041266 |      572646 |           0
    num misses                       |         210 |         137 |           1 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   327613399 |   252443944 |     2004252 |           0
    num misses                       |    11064654 |     7843947 |        1540 |           0
    miss rate                        |       3.38% |       3.11% |       0.08% |       0.00%
    mpki                             |       12.10 |       11.43 |        0.31 |        0.00
  L2 TLB                             |             |             |             |            
    num accesses                     |    11064864 |     7844084 |        1541 |           0
    num misses                       |     5162433 |     3850591 |        1541 |           0
    miss rate                        |      46.66% |      49.09% |     100.00% |       0.00%
    mpki                             |        5.64 |        5.61 |        0.31 |        0.00
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   143280827 |   122041266 |      572646 |           0
    num cache misses                 |      365039 |      289375 |         200 |           0
    miss rate                        |       0.25% |       0.24% |       0.03% |        inf%
    mpki                             |        0.40 |        0.42 |        0.04 |         inf
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   327613399 |   252443944 |     2004252 |           0
    num cache misses                 |    11618584 |     9663819 |       98524 |           0
    miss rate                        |       3.55% |       3.83% |       4.92% |        inf%
    mpki                             |       12.70 |       14.08 |       19.95 |         inf
  Cache L2                           |             |             |             |            
    num cache accesses               |    12412795 |    10806191 |       98724 |           0
    num cache misses                 |     9836677 |     8227314 |       98724 |           0
    miss rate                        |      79.25% |      76.14% |     100.00% |        inf%
    mpki                             |       10.75 |       11.99 |       19.99 |         inf
  Cache L3                           |             |             |             |            
    num cache accesses               |    10266572 |     9080983 |       98724 |           0
    num cache misses                 |     2952990 |     2938826 |       98422 |           0
    miss rate                        |      28.76% |      32.36% |      99.69% |        inf%
    mpki                             |        3.23 |        4.28 |       19.93 |         inf
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9356203 |           0 |           0 |           0
  average dram access latency (ns)   |     7114.84 |         inf |         inf |         inf
  average dram queueing delay        |     7061.41 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       8.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     2312062 |     2688235 |          72 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
