                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326839830 |    93073848 |    93099294 |    93069323
  Cycles                             |  2862680400 |  2862680400 |  2862680400 |  2862680400
  IPC                                |        0.46 |        0.03 |        0.03 |        0.03
  Time (ns)                          |   715670100 |   715670100 |   715670100 |   715670100
  Idle time (ns)                     |    57651897 |   661168884 |   661031956 |   660479842
  Idle time (%)                      |        8.1% |       92.4% |       92.4% |       92.3%
Branch predictor stats               |             |             |             |            
  num correct                        |   205437490 |     5210279 |     5206829 |     5207372
  num incorrect                      |    20033517 |      387526 |      393610 |      395059
  misprediction rate                 |       8.89% |       6.92% |       7.03% |       7.05%
  mpki                               |       15.10 |        4.16 |        4.23 |        4.24
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   237911503 |     9326619 |     9329344 |     9326344
    num misses                       |         230 |          52 |          52 |          53
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489803245 |    30757306 |    30764673 |    30752741
    num misses                       |    13659507 |     1980255 |     2032820 |     2052867
    miss rate                        |       2.79% |       6.44% |       6.61% |       6.68%
    mpki                             |       10.29 |       21.28 |       21.83 |       22.06
  L2 TLB                             |             |             |             |            
    num accesses                     |    13659737 |     1980307 |     2032872 |     2052920
    num misses                       |     5869679 |     1047646 |     1050827 |     1047215
    miss rate                        |      42.97% |      52.90% |      51.69% |      51.01%
    mpki                             |        4.42 |       11.26 |       11.29 |       11.25
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   237911503 |     9326619 |     9329344 |     9326344
    num cache misses                 |      581502 |       30427 |       30178 |       30657
    miss rate                        |       0.24% |       0.33% |       0.32% |       0.33%
    mpki                             |        0.44 |        0.33 |        0.32 |        0.33
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489803245 |    30757306 |    30764673 |    30752741
    num cache misses                 |    15625444 |     1911421 |     1911574 |     1911000
    miss rate                        |       3.19% |       6.21% |       6.21% |       6.21%
    mpki                             |       11.78 |       20.54 |       20.53 |       20.53
  Cache L2                           |             |             |             |            
    num cache accesses               |    17484320 |     1942097 |     1941995 |     1941897
    num cache misses                 |    12916609 |     1758538 |     1758292 |     1759415
    miss rate                        |      73.88% |      90.55% |      90.54% |      90.60%
    mpki                             |        9.73 |       18.89 |       18.89 |       18.90
  Cache L3                           |             |             |             |            
    num cache accesses               |    14195224 |     1758787 |     1758535 |     1759655
    num cache misses                 |     4470897 |      506676 |      507914 |      507999
    miss rate                        |      31.50% |      28.81% |      28.88% |      28.87%
    mpki                             |        3.37 |        5.44 |        5.46 |        5.46
DRAM summary                         |             |             |             |            
  num dram accesses                  |     9362842 |           0 |           0 |           0
  average dram access latency (ns)   |     4458.28 |         inf |         inf |         inf
  average dram queueing delay        |     4404.86 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      11.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3644781 |      451949 |      453090 |      453336
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
